alinea,alinea1,amendements1Signataire,amendementsMoins10Signataires,amendementsPlus10Signataires,article,book,chapter,code-part,law,lawType,paragraph,section,section1,sentence,text,texteLegislatif,texteLegislatifArticle,title,year
,,1,0,7,,,,,code de la sécurité sociale,code,,,,,du code de la sécurité sociale,PLFSS pour 2021,ARTICLE 15,,2020
,,1,0,7,,,,,code rural et de la pêche maritime,code,,,,,du code rural et de la pêche maritime,PLFSS pour 2021,ARTICLE 15,,2020
,,17,1,27,,,,,code de l’action sociale et des familles,code,,,,,Le code de l’action sociale et des familles,PLFSS pour 2021,ARTICLE 16,,2020
,,17,1,27,,,,,code de la sécurité sociale,code,,,,,du code de la sécurité sociale,PLFSS pour 2021,ARTICLE 16,,2020
,,17,1,27,,,,,code de la santé publique,code,,,,,du code de la santé publique,PLFSS pour 2021,ARTICLE 16,,2020
,,17,1,27,,,,,indirect: (relative: 0),code,,,,,du présent code,PLFSS pour 2021,ARTICLE 16,,2020
indirect: -1,,17,1,27,,,,,,,,,,,Le dernier alinéa,PLFSS pour 2021,ARTICLE 16,,2020
2,,17,1,27,,,,,,,,,,,Le deuxième alinéa,PLFSS pour 2021,ARTICLE 16,,2020
,,17,1,27,,,,,code de la sécurité sociale,code,,,,,du code de la sécurité sociale,PLFSS pour 2021,ARTICLE 16,,2020
6,,17,1,27,,,,,,,,,,,le sixième alinéa,PLFSS pour 2021,ARTICLE 16,,2020
,,17,1,27,,,,,code de la sécurité sociale,code,,,,,du code de la sécurité sociale,PLFSS pour 2021,ARTICLE 16,,2020
,,17,1,27,,,,,indirect: (relative: 0),code,,,,,du même code,PLFSS pour 2021,ARTICLE 16,,2020
,,17,1,27,,,,,indirect: (relative: 0),code,,,,,du présent code,PLFSS pour 2021,ARTICLE 16,,2020
,,17,1,27,,,,,code de la santé publique,code,,,,,du code de la santé publique,PLFSS pour 2021,ARTICLE 16,,2020
,,17,1,27,indirect: (relative: 0),,,,,,,,,,le même article,PLFSS pour 2021,ARTICLE 16,,2020
,,17,1,27,,,,,code de la sécurité sociale,code,,,,,du code de la sécurité sociale,PLFSS pour 2021,ARTICLE 16,,2020
1,,17,1,27,,,,,,,,,,,Au premier alinéa,PLFSS pour 2021,ARTICLE 16,,2020
1,,17,1,27,,,,,,,,,,,Au premier alinéa,PLFSS pour 2021,ARTICLE 16,,2020
indirect: -1,,17,1,27,,,,,,,,,,,Le dernier alinéa,PLFSS pour 2021,ARTICLE 16,,2020
,,17,1,27,,,,,,,,,,1,la première phrase,PLFSS pour 2021,ARTICLE 16,,2020
1,,17,1,27,,,,,,,,,,,Au premier alinéa,PLFSS pour 2021,ARTICLE 16,,2020
1,,17,1,27,,,,,,,,,,,Au premier alinéa,PLFSS pour 2021,ARTICLE 16,,2020
1,,17,1,27,,,,,,,,,,,Au premier alinéa,PLFSS pour 2021,ARTICLE 16,,2020
,,17,1,27,,,,,code général des collectivités territoriales,code,,,,,du code général des collectivités territoriales,PLFSS pour 2021,ARTICLE 16,,2020
,,17,1,27,,,,,indirect: (relative: 0),code,,,,,du présent code,PLFSS pour 2021,ARTICLE 16,,2020
,,17,1,27,indirect: (relative: 0),,,,,,,,,,au même article,PLFSS pour 2021,ARTICLE 16,,2020
3,,17,1,27,,,,,,,,,,,au troisième alinéa,PLFSS pour 2021,ARTICLE 16,,2020
1,,17,1,27,,,,,,,,,,,Au premier alinéa,PLFSS pour 2021,ARTICLE 16,,2020
2,,17,1,27,,,,,,,,,,,Le deuxième alinéa,PLFSS pour 2021,ARTICLE 16,,2020
3,,17,1,27,,,,,,,,,,1,la première phrase du troisième alinéa,PLFSS pour 2021,ARTICLE 16,,2020
2,,17,1,27,,,,,,,,,,,Au deuxième alinéa,PLFSS pour 2021,ARTICLE 16,,2020
3,,17,1,27,,,,,,,,,,1,la première phrase du troisième alinéa,PLFSS pour 2021,ARTICLE 16,,2020
,,17,1,27,,,,,code de la sécurité sociale,code,,,,,Le code de la sécurité sociale,PLFSS pour 2021,ARTICLE 16,,2020
1,,17,1,27,,,,,,,,,,1,la première phrase du premier alinéa,PLFSS pour 2021,ARTICLE 16,,2020
1,,17,1,27,,,,,,,,,,,du premier alinéa,PLFSS pour 2021,ARTICLE 16,,2020
1,,17,1,27,,,,,,,,,,,au premier alinéa,PLFSS pour 2021,ARTICLE 16,,2020
,,17,1,27,,,,,code général des impôts,code,,,,,du code général des impôts,PLFSS pour 2021,ARTICLE 16,,2020
,,17,1,27,,,,,indirect: (relative: 0),code,,,,,du présent code,PLFSS pour 2021,ARTICLE 16,,2020
,,17,1,27,indirect: (relative: 0),,,,,,,,,,du présent article,PLFSS pour 2021,ARTICLE 16,,2020
,,17,1,27,,,,,code général des impôts,code,,,,,du code général des impôts,PLFSS pour 2021,ARTICLE 16,,2020
,,17,1,27,,,,,indirect: (relative: 0),code,,,,,du présent code,PLFSS pour 2021,ARTICLE 16,,2020
,,17,1,27,,,,,code général des impôts,code,,,,,du code général des impôts,PLFSS pour 2021,ARTICLE 16,,2020
2,,17,1,27,,,,,,,,,,,au deuxième alinéa,PLFSS pour 2021,ARTICLE 16,,2020
,,17,1,27,,,,,indirect: (relative: 0),code,,,,,du présent code,PLFSS pour 2021,ARTICLE 16,,2020
,,17,1,27,,,,,,,,,,2,La seconde phrase,PLFSS pour 2021,ARTICLE 16,,2020
1,,17,1,27,,,,,,,,,,1,la première phrase du premier alinéa,PLFSS pour 2021,ARTICLE 16,,2020
1,,17,1,27,,,,,,,,,,,Au premier alinéa,PLFSS pour 2021,ARTICLE 16,,2020
1,,17,1,27,,,,,,,,,,,Au premier alinéa,PLFSS pour 2021,ARTICLE 16,,2020
2,,17,1,27,,,,,,,,,,,Au deuxième alinéa,PLFSS pour 2021,ARTICLE 16,,2020
1,,17,1,27,,,,,,,,,,,Au premier alinéa,PLFSS pour 2021,ARTICLE 16,,2020
,,17,1,27,,,,,code rural et de la pêche maritime,code,,,,,Le code rural et de la pêche maritime,PLFSS pour 2021,ARTICLE 16,,2020
1,,17,1,27,,,,,,,,,,,Au premier alinéa,PLFSS pour 2021,ARTICLE 16,,2020
1,,17,1,27,,,,,,,,,,,Au premier alinéa,PLFSS pour 2021,ARTICLE 16,,2020
,,3,0,6,,,,,code de la sécurité sociale,code,,,,,du code de la sécurité sociale,PLFSS pour 2021,ARTICLE 17,,2020
1,,3,0,6,,,,,,,,,,,Le premier alinéa,PLFSS pour 2021,ARTICLE 17,,2020
,,3,0,6,,,,,,,,,,1,la première phrase,PLFSS pour 2021,ARTICLE 17,,2020
,,3,0,6,,,,,,,,,,2,la seconde phrase,PLFSS pour 2021,ARTICLE 17,,2020
,,3,0,6,,,,,code de la santé publique,code,,,,,du code de la santé publique,PLFSS pour 2021,ARTICLE 17,,2020
,,3,0,6,,,,,code de la santé publique,code,,,,,du code de la santé publique,PLFSS pour 2021,ARTICLE 17,,2020
2,,3,0,6,,,,,,,,,,,Le second alinéa,PLFSS pour 2021,ARTICLE 17,,2020
,,3,0,6,,,,,,,,,,1,La première phrase,PLFSS pour 2021,ARTICLE 17,,2020
,,3,0,6,,,,,,,,,,2,la seconde phrase,PLFSS pour 2021,ARTICLE 17,,2020
2,,3,0,6,,,,,,,,,,,au deuxième alinéa,PLFSS pour 2021,ARTICLE 17,,2020
2,,3,0,6,indirect: (relative: 0),,,,,,,,,,au deuxième alinéa du présent article,PLFSS pour 2021,ARTICLE 17,,2020
indirect: (relative: 0),,3,0,6,,,,,,,,,,1,la première phrase du présent alinéa,PLFSS pour 2021,ARTICLE 17,,2020
3,,3,0,6,indirect: (relative: 0),,,,,,,,,,au troisième alinéa du présent article,PLFSS pour 2021,ARTICLE 17,,2020
,,3,0,6,,,,,code de la sécurité sociale,code,,,,,du code de la sécurité sociale,PLFSS pour 2021,ARTICLE 17,,2020
,,3,0,1,,,,,code de la sécurité sociale,code,,,,,Le code de la sécurité sociale,PLFSS pour 2021,ARTICLE 18,,2020
3,,3,0,1,,,,,,,,,,,du troisième alinéa,PLFSS pour 2021,ARTICLE 18,,2020
indirect: -1,,3,0,1,,,,,,,,,,,du dernier alinéa,PLFSS pour 2021,ARTICLE 18,,2020
2,,3,0,1,,,,,,,,,,,du deuxième alinéa,PLFSS pour 2021,ARTICLE 18,,2020
4,,3,0,1,,,,,,,,,,,du quatrième alinéa,PLFSS pour 2021,ARTICLE 18,,2020
5,,3,0,1,,,,,,,,,,,du cinquième alinéa,PLFSS pour 2021,ARTICLE 18,,2020
indirect: -1,,3,0,1,,,,,,,,,,,du dernier alinéa,PLFSS pour 2021,ARTICLE 18,,2020
1,,3,0,1,,,,,,,,,,,Au premier alinéa,PLFSS pour 2021,ARTICLE 18,,2020
2,,3,0,1,,,,,,,,,,,Le second alinéa,PLFSS pour 2021,ARTICLE 18,,2020
,,3,0,1,,,,,,,,,,1,la première phrase,PLFSS pour 2021,ARTICLE 18,,2020
,,3,0,1,,,,,,,,,,2,la deuxième phrase,PLFSS pour 2021,ARTICLE 18,,2020
,,0,0,3,,,,,indirect: (relative: 0),loi,,,,,la présente loi,PLFSS pour 2021,ARTICLE 24,,2020
,,10,0,1,,,,,,,,,,1,la première phrase,PLFSS pour 2021,ARTICLE 26,,2020
1,,10,0,1,,,,,,,,,,,Au premier alinéa,PLFSS pour 2021,ARTICLE 26,,2020
1,,10,0,1,,,,,,,,,,1,la première phrase du premier alinéa,PLFSS pour 2021,ARTICLE 26,,2020
1,,10,0,1,,,,,,,,,,1,La première phrase du premier alinéa,PLFSS pour 2021,ARTICLE 26,,2020
,,10,0,1,,,,,code de la sécurité sociale,code,,,,,du code de la sécurité sociale,PLFSS pour 2021,ARTICLE 26,,2020
,,16,0,11,,,,,code de la sécurité sociale,code,,,,,du code de la sécurité sociale,PLFSS pour 2021,ARTICLE 28,,2020
,,16,0,11,,,,,code des pensions militaires d’invalidité et des victimes de guerre,code,,,,,du code des pensions militaires d’invalidité et des victimes de guerre,PLFSS pour 2021,ARTICLE 28,,2020
,,16,0,11,,,,,indirect: (relative: 0),code,,,,,du présent code,PLFSS pour 2021,ARTICLE 28,,2020
1,,16,0,11,,,,,,,,,,,Au premier alinéa,PLFSS pour 2021,ARTICLE 28,,2020
indirect: -1,,16,0,11,,,,,,,,,,,du dernier alinéa,PLFSS pour 2021,ARTICLE 28,,2020
,,16,0,11,indirect: (relative: 0),,,,,,,,,,du même article,PLFSS pour 2021,ARTICLE 28,,2020
2,,16,0,11,,,,,,,,,,1,la première phrase du second alinéa,PLFSS pour 2021,ARTICLE 28,,2020
indirect: -1,,16,0,11,,,,,,,,,,,au dernier alinéa,PLFSS pour 2021,ARTICLE 28,,2020
,,16,0,11,,,,,,,,,,1,la première phrase,PLFSS pour 2021,ARTICLE 28,,2020
indirect: -1,,16,0,11,,,,,,,,,,,au dernier alinéa,PLFSS pour 2021,ARTICLE 28,,2020
,,16,0,11,,,,,indirect: (relative: 0),code,,,,,du présent code,PLFSS pour 2021,ARTICLE 28,,2020
1,,16,0,11,,,,,,,,,,,au premier alinéa,PLFSS pour 2021,ARTICLE 28,,2020
,,16,0,11,,,,,code de la sécurité sociale,code,,,,,du code de la sécurité sociale,PLFSS pour 2021,ARTICLE 28,,2020
,,16,0,11,,,,,,,,,,2,la deuxième phrase,PLFSS pour 2021,ARTICLE 28,,2020
1,,16,0,11,,,,,,,,,,,Au premier alinéa,PLFSS pour 2021,ARTICLE 28,,2020
1,,16,0,11,,,,,,,,,,1,La première phrase du premier alinéa,PLFSS pour 2021,ARTICLE 28,,2020
,,16,0,11,,,,,code de la sécurité sociale,code,,,,,du code de la sécurité sociale,PLFSS pour 2021,ARTICLE 28,,2020
,,16,0,11,,,,,indirect: (relative: 0),code,,,,,du même code,PLFSS pour 2021,ARTICLE 28,,2020
2,,16,0,11,,,,,,,,,,,Le second alinéa,PLFSS pour 2021,ARTICLE 28,,2020
1,,16,0,11,,,,,,,,,,,"Au premier alinéa, l",PLFSS pour 2021,ARTICLE 28,,2020
l order: l,,16,0,11,,,,,,,,,,,"Au premier alinéa, l",PLFSS pour 2021,ARTICLE 28,,2020
2,,16,0,11,,,,,,,,,,,Au deuxième alinéa,PLFSS pour 2021,ARTICLE 28,,2020
,,16,0,11,,,,,indirect: (relative: 0),loi,,,,,la présente loi,PLFSS pour 2021,ARTICLE 28,,2020
indirect: -1,,16,0,11,,,,,,,,,,,Le dernier alinéa,PLFSS pour 2021,ARTICLE 28,,2020
1,,16,0,11,,,,,,,,,,,Le premier alinéa,PLFSS pour 2021,ARTICLE 28,,2020
,,16,0,11,,,,,code de la sécurité sociale,code,,,,,du code de la sécurité sociale,PLFSS pour 2021,ARTICLE 28,,2020
,,16,0,11,,,,,indirect: (relative: 0),code,,,,,du même code,PLFSS pour 2021,ARTICLE 28,,2020
2,,16,0,11,,,,,,,,,,,Au deuxième alinéa,PLFSS pour 2021,ARTICLE 28,,2020
,,16,0,11,,,,,indirect: (relative: 0),loi,,,,,la présente loi,PLFSS pour 2021,ARTICLE 28,,2020
,,16,0,11,,,,,code de la sécurité sociale,code,,,,,du code de la sécurité sociale,PLFSS pour 2021,ARTICLE 28,,2020
,,16,0,11,,,,,indirect: (relative: 0),code,,,,,du même code,PLFSS pour 2021,ARTICLE 28,,2020
indirect: -1,,16,0,11,,,,,,,,,,,Au dernier alinéa,PLFSS pour 2021,ARTICLE 28,,2020
,,16,0,11,,,,,indirect: (relative: 0),loi,,,,,la présente loi,PLFSS pour 2021,ARTICLE 28,,2020
1,,16,0,11,,,,,,,,,,,Le premier alinéa,PLFSS pour 2021,ARTICLE 28,,2020
2,,16,0,11,,,,,,,,,,,Le deuxième alinéa,PLFSS pour 2021,ARTICLE 28,,2020
,,16,0,11,,,,,,,,,,1,la première phrase,PLFSS pour 2021,ARTICLE 28,,2020
,,16,0,11,,,,,,,,,,2,"la deuxième phrase, l",PLFSS pour 2021,ARTICLE 28,,2020
l order: l,,16,0,11,,,,,,,,,,,"la deuxième phrase, l",PLFSS pour 2021,ARTICLE 28,,2020
1,,16,0,11,,,,,,,,,,,Au premier alinéa,PLFSS pour 2021,ARTICLE 28,,2020
1,,16,0,11,,,,,,,,,,,Au premier alinéa,PLFSS pour 2021,ARTICLE 28,,2020
,,16,0,11,,,,,indirect: (relative: 0),code,,,,,du même code,PLFSS pour 2021,ARTICLE 28,,2020
,,16,0,11,,,,,indirect: (relative: 0),code,,,,,du même code,PLFSS pour 2021,ARTICLE 28,,2020
,,16,0,11,,,,,indirect: (relative: 0),code,,,,,du même code,PLFSS pour 2021,ARTICLE 28,,2020
4,,16,0,11,,,,,,,,,,,Au quatrième alinéa,PLFSS pour 2021,ARTICLE 28,,2020
1,,16,0,11,,,,,,,,,,,au premier alinéa,PLFSS pour 2021,ARTICLE 28,,2020
2,,16,0,11,,,,,,,,,,,du deuxième alinéa et au troisième alinéa,PLFSS pour 2021,ARTICLE 28,,2020
3,,16,0,11,,,,,,,,,,,du deuxième alinéa et au troisième alinéa,PLFSS pour 2021,ARTICLE 28,,2020
3,,16,0,11,,,,,,,,,,,Au troisième alinéa,PLFSS pour 2021,ARTICLE 28,,2020
,,16,0,11,,,,,code de la sécurité sociale,code,,,,,du code de la sécurité sociale,PLFSS pour 2021,ARTICLE 28,,2020
,,16,0,11,,,,,indirect: (relative: 0),code,,,,,du présent code,PLFSS pour 2021,ARTICLE 28,,2020
,,2,1,0,,,,,code de la sécurité sociale,code,,,,,du code de la sécurité sociale,PLFSS pour 2021,ARTICLE 29,,2020
,,2,1,0,,,,,code de la santé publique,code,,,,,du code de la santé publique,PLFSS pour 2021,ARTICLE 29,,2020
,,2,1,0,,,,,indirect: (relative: 0),code,,,,,du même code,PLFSS pour 2021,ARTICLE 29,,2020
,,2,1,0,,,,,code de la sécurité sociale,code,,,,,du code de la sécurité sociale,PLFSS pour 2021,ARTICLE 29,,2020
,,6,2,9,,,,order: 6,code de la santé publique,code,,,,,la sixième partie du code de la santé publique,PLFSS pour 2021,ARTICLE 30,,2020
,,6,2,9,,,indirect: (relative: 0),,,,,,,,du présent chapitre,PLFSS pour 2021,ARTICLE 30,,2020
,,2,0,1,indirect: (relative: 0),,,,,,,,,,du présent article,PLFSS pour 2021,ARTICLE 31,,2020
,,2,0,1,,,,,code de la santé publique,code,,,,,du code de la santé publique,PLFSS pour 2021,ARTICLE 31,,2020
1,,5,2,4,,,,,,,,,,,au premier alinéa,PLFSS pour 2021,ARTICLE 32,,2020
,,5,2,4,,,,,code de la sécurité sociale,code,,,,,du code de la sécurité sociale,PLFSS pour 2021,ARTICLE 32,,2020
,,5,2,4,,,,,indirect: (relative: 0),code,,,,,du même code,PLFSS pour 2021,ARTICLE 32,,2020
,,5,2,4,,,,,code de la sécurité sociale,code,,,,,Le code de la sécurité sociale,PLFSS pour 2021,ARTICLE 32,,2020
,,5,2,4,,,,,,,,,,4,La quatrième phrase,PLFSS pour 2021,ARTICLE 32,,2020
,,5,2,4,,,,,indirect: (relative: 0),code,,,,,du même code,PLFSS pour 2021,ARTICLE 32,,2020
,,5,2,4,indirect: (relative: 0),,,,,,,,,,au même article,PLFSS pour 2021,ARTICLE 32,,2020
,,5,2,4,,,,,,,,,,5,La cinquième phrase,PLFSS pour 2021,ARTICLE 32,,2020
,,5,2,4,,,,,indirect: (relative: 0),code,,,,,du même code,PLFSS pour 2021,ARTICLE 32,,2020
,,5,2,4,,,,,,,,,,2,La deuxième phrase,PLFSS pour 2021,ARTICLE 32,,2020
1,,8,0,4,,,,,,,,,,,au premier alinéa,PLFSS pour 2021,ARTICLE 33,,2020
,,8,0,4,,,,,code de la sécurité sociale,code,,,,,du code de la sécurité sociale,PLFSS pour 2021,ARTICLE 33,,2020
,,8,0,4,,,,,indirect: (relative: 0),code,,,,,du même code,PLFSS pour 2021,ARTICLE 33,,2020
1,,8,0,4,,,,,,,,,,,au premier alinéa,PLFSS pour 2021,ARTICLE 33,,2020
,,8,0,4,,,,,code de la sécurité sociale,code,,,,,du code de la sécurité sociale,PLFSS pour 2021,ARTICLE 33,,2020
,,2,0,1,,,,,indirect: (relative: 0),loi,,,,,la présente loi,PLFSS pour 2021,ARTICLE 34,,2020
,,2,0,1,,,,,code du travail,code,,,,,du code du travail,PLFSS pour 2021,ARTICLE 34,,2020
,,2,0,1,,,,,code de la santé publique,code,,,,,du code de la santé publique,PLFSS pour 2021,ARTICLE 34,,2020
,,2,0,1,,,,,code du travail,code,,,,,du code du travail,PLFSS pour 2021,ARTICLE 34,,2020
,,2,0,1,,,,,indirect: (relative: 0),code,,,,,du même code,PLFSS pour 2021,ARTICLE 34,,2020
,,4,0,2,,,,,code de la sécurité sociale,code,,,,,du code de la sécurité sociale,PLFSS pour 2021,ARTICLE 36,,2020
1,,4,0,2,,,,,,,,,,,au premier alinéa,PLFSS pour 2021,ARTICLE 36,,2020
,,4,0,2,,,,,indirect: (relative: 0),code,,,,,du même code,PLFSS pour 2021,ARTICLE 36,,2020
1,,4,0,2,,,,,,,,,,,au premier alinéa,PLFSS pour 2021,ARTICLE 36,,2020
,,4,0,2,,,,,code de la sécurité sociale,code,,,,,du code de la sécurité sociale,PLFSS pour 2021,ARTICLE 36,,2020
,,30,0,2,,,,order: 5,code de la santé publique,code,,,,,La cinquième partie du code de la santé publique,PLFSS pour 2021,ARTICLE 38,,2020
,,30,0,2,,,,,,,,,,1,la première phrase,PLFSS pour 2021,ARTICLE 38,,2020
,,30,0,2,indirect: (relative: 0),,,,,,,,,,au présent article,PLFSS pour 2021,ARTICLE 38,,2020
1,,30,0,2,,,,,,,,,,,au premier alinéa,PLFSS pour 2021,ARTICLE 38,,2020
,,30,0,2,,,,,indirect: (relative: 0),code,,,,,du présent code ou au premier alinéa,PLFSS pour 2021,ARTICLE 38,,2020
1,,30,0,2,,,,,,,,,,,du présent code ou au premier alinéa,PLFSS pour 2021,ARTICLE 38,,2020
,,30,0,2,,,,,code de la sécurité sociale,code,,,,,du code de la sécurité sociale,PLFSS pour 2021,ARTICLE 38,,2020
,,30,0,2,indirect: (relative: 0),,,,,,,,,,du présent article,PLFSS pour 2021,ARTICLE 38,,2020
,,30,0,2,indirect: (relative: 0),,,,,,,,,,du présent article,PLFSS pour 2021,ARTICLE 38,,2020
,,30,0,2,indirect: (relative: 0),,,,,,,,,,au présent article,PLFSS pour 2021,ARTICLE 38,,2020
,,30,0,2,indirect: (relative: 0),,,,,,,,,,du présent article,PLFSS pour 2021,ARTICLE 38,,2020
2,,30,0,2,,,,,,,,,,,du deuxième alinéa,PLFSS pour 2021,ARTICLE 38,,2020
indirect: (relative: 0),,30,0,2,,,,,,,,,,,au présent alinéa,PLFSS pour 2021,ARTICLE 38,,2020
,,30,0,2,indirect: (relative: 0),,,,,,,,,,du présent article,PLFSS pour 2021,ARTICLE 38,,2020
,,30,0,2,indirect: (relative: 0),,,,,,,,,,au présent article,PLFSS pour 2021,ARTICLE 38,,2020
,,30,0,2,indirect: (relative: 0),,,,,,,,,,du présent article,PLFSS pour 2021,ARTICLE 38,,2020
1,,30,0,2,,,,,,,,,,,au premier alinéa,PLFSS pour 2021,ARTICLE 38,,2020
1,,30,0,2,,,,,,,,,,,Au premier alinéa,PLFSS pour 2021,ARTICLE 38,,2020
indirect: -1,,30,0,2,,,,,,,,,,,Au dernier alinéa,PLFSS pour 2021,ARTICLE 38,,2020
2,,30,0,2,,,,,,,,,,,Au deuxième alinéa,PLFSS pour 2021,ARTICLE 38,,2020
2,,30,0,2,,,,,,,,,,1,la première phrase du deuxième alinéa,PLFSS pour 2021,ARTICLE 38,,2020
1,,30,0,2,,,,,,,,,,,le premier alinéa,PLFSS pour 2021,ARTICLE 38,,2020
indirect: (relative: 0),,30,0,2,,,,,,,,,,,Le présent alinéa,PLFSS pour 2021,ARTICLE 38,,2020
,,30,0,2,,,,,,,,,,2,la seconde phrase,PLFSS pour 2021,ARTICLE 38,,2020
indirect: -1,,30,0,2,,,,,,,,,,,Au dernier alinéa,PLFSS pour 2021,ARTICLE 38,,2020
,,30,0,2,,,,,code de la sécurité sociale,code,,,,,Le code de la sécurité sociale,PLFSS pour 2021,ARTICLE 38,,2020
,,30,0,2,,,,,indirect: (relative: 0),code,,,,,du même code,PLFSS pour 2021,ARTICLE 38,,2020
,,30,0,2,,,,,indirect: (relative: 0),code,,,,,du même code,PLFSS pour 2021,ARTICLE 38,,2020
1,,30,0,2,,,,,,,,,,,Au premier alinéa,PLFSS pour 2021,ARTICLE 38,,2020
,,30,0,2,,,,,indirect: (relative: 0),code,,,,,du même code,PLFSS pour 2021,ARTICLE 38,,2020
indirect: -1,,30,0,2,,,,,,,,,,,Au dernier alinéa,PLFSS pour 2021,ARTICLE 38,,2020
3,,30,0,2,,,,,,,,,,,Au troisième alinéa,PLFSS pour 2021,ARTICLE 38,,2020
,,30,0,2,,,,,code de la santé publique,code,,,,,du code de la santé publique,PLFSS pour 2021,ARTICLE 38,,2020
,,30,0,2,,,,,indirect: (relative: 0),code,,,,,du présent code,PLFSS pour 2021,ARTICLE 38,,2020
,,30,0,2,indirect: (relative: 0),,,,,,,,,,au présent article,PLFSS pour 2021,ARTICLE 38,,2020
,,30,0,2,indirect: (relative: 0),,,,,,,,,,du présent article,PLFSS pour 2021,ARTICLE 38,,2020
1,,30,0,2,,,,,,,,,,,au premier alinéa,PLFSS pour 2021,ARTICLE 38,,2020
,,30,0,2,,,,,code de la santé publique,code,,,,,du code de la santé publique,PLFSS pour 2021,ARTICLE 38,,2020
,,30,0,2,,,,,indirect: (relative: 0),code,,,,,du présent code,PLFSS pour 2021,ARTICLE 38,,2020
,,30,0,2,,,,,code de la santé publique,code,,,,,du code de la santé publique,PLFSS pour 2021,ARTICLE 38,,2020
1,,30,0,2,,,,,,,,,,,au premier alinéa,PLFSS pour 2021,ARTICLE 38,,2020
,,30,0,2,,,,,code de la santé publique,code,,,,,du code de la santé publique,PLFSS pour 2021,ARTICLE 38,,2020
,,30,0,2,indirect: (relative: 0),,,,,,,,,,du présent article,PLFSS pour 2021,ARTICLE 38,,2020
,,30,0,2,,,,,code de la santé publique,code,,,,,du code de la santé publique,PLFSS pour 2021,ARTICLE 38,,2020
,,30,0,2,,,,,indirect: (relative: 0),code,,,,,du présent code,PLFSS pour 2021,ARTICLE 38,,2020
,,30,0,2,,,,,code de la santé publique,code,,,,,du code de la santé publique,PLFSS pour 2021,ARTICLE 38,,2020
,,30,0,2,,,,,indirect: (relative: 0),code,,,,,du présent code,PLFSS pour 2021,ARTICLE 38,,2020
1,,30,0,2,,,,,,,,,,,au premier alinéa,PLFSS pour 2021,ARTICLE 38,,2020
,,30,0,2,indirect: (relative: 0),,,,,,,,,,du présent article,PLFSS pour 2021,ARTICLE 38,,2020
,,30,0,2,indirect: (relative: 0),,,,,,,,,,du présent article,PLFSS pour 2021,ARTICLE 38,,2020
1,,30,0,2,,,,,,,,,,,du premier alinéa,PLFSS pour 2021,ARTICLE 38,,2020
1,,30,0,2,,,,,,,,,,,dudit premier alinéa,PLFSS pour 2021,ARTICLE 38,,2020
,,30,0,2,,,,,code de la santé publique,code,,,,,du code de la santé publique,PLFSS pour 2021,ARTICLE 38,,2020
,,30,0,2,,,,,indirect: (relative: 0),code,,,,,du présent code,PLFSS pour 2021,ARTICLE 38,,2020
,,30,0,2,indirect: (relative: 0),,,,,,,,,,du présent article,PLFSS pour 2021,ARTICLE 38,,2020
,,30,0,2,,,,,code de la santé publique,code,,,,,du code de la santé publique,PLFSS pour 2021,ARTICLE 38,,2020
1,,30,0,2,,,,,,,,,,,le premier alinéa,PLFSS pour 2021,ARTICLE 38,,2020
,,30,0,2,indirect: (relative: 0),,,,,,,,,,du présent article,PLFSS pour 2021,ARTICLE 38,,2020
,,30,0,2,,,,,code de la santé publique,code,,,,,du code de la santé publique,PLFSS pour 2021,ARTICLE 38,,2020
,,30,0,2,indirect: (relative: 0),,,,,,,,,,au présent article,PLFSS pour 2021,ARTICLE 38,,2020
,,30,0,2,,,,,indirect: (relative: 0),code,,,,,du présent code,PLFSS pour 2021,ARTICLE 38,,2020
,,30,0,2,,,,,code de la santé publique,code,,,,,du code de la santé publique,PLFSS pour 2021,ARTICLE 38,,2020
,,30,0,2,,,,,indirect: (relative: 0),code,,,,,du présent code,PLFSS pour 2021,ARTICLE 38,,2020
2,,30,0,2,,,,,,,,,,,au deuxième alinéa,PLFSS pour 2021,ARTICLE 38,,2020
,,30,0,2,,,,,code de la santé publique,code,,,,,du code de la santé publique,PLFSS pour 2021,ARTICLE 38,,2020
,,30,0,2,,,,,indirect: (relative: 0),code,,,,,du présent code,PLFSS pour 2021,ARTICLE 38,,2020
,,30,0,2,,,,,code de la santé publique,code,,,,,du code de la santé publique,PLFSS pour 2021,ARTICLE 38,,2020
,,30,0,2,,,,,indirect: (relative: 0),code,,,,,du présent code,PLFSS pour 2021,ARTICLE 38,,2020
,,30,0,2,indirect: (relative: 0),,,,,,,,,,du présent article,PLFSS pour 2021,ARTICLE 38,,2020
2,,30,0,2,,,,,,,,,,,du deuxième alinéa,PLFSS pour 2021,ARTICLE 38,,2020
,,30,0,2,,,,,code de la santé publique,code,,,,,du code de la santé publique,PLFSS pour 2021,ARTICLE 38,,2020
2,,30,0,2,,,,,,,,,,,au deuxième alinéa,PLFSS pour 2021,ARTICLE 38,,2020
,,30,0,2,,,,,code de la santé publique,code,,,,,du code de la santé publique,PLFSS pour 2021,ARTICLE 38,,2020
1,,30,0,2,,,,,,,,,,,au premier alinéa,PLFSS pour 2021,ARTICLE 38,,2020
,,30,0,2,,,,,indirect: (relative: 0),code,,,,,du présent code,PLFSS pour 2021,ARTICLE 38,,2020
,,30,0,2,,,,,code de la santé publique,code,,,,,du code de la santé publique,PLFSS pour 2021,ARTICLE 38,,2020
