alinea,alinea1,alinea2,article,auteur,auteurType,book,chapter,code-part,etat,groupePolitique,law,lawType,paragraph,section,section1,sentence,sort,text,texteLegislatifUid,title,uid,year
V order: 5,,,,Perrut Bernard,Député,,,,,LR,,,,,,,Non soutenu,au I et au V,PRJLANR5L15B2296,,AMANR5L15PO717460B2296P0D1N001751,2019
II order: 2,,,,Perrut Bernard,Député,,,,,LR,,,,,,,Non soutenu,du II,PRJLANR5L15B2296,,AMANR5L15PO717460B2296P0D1N001751,2019
IV order: 4,,,,Perrut Bernard,Député,,,,,LR,,,,,,,Non soutenu,au IV,PRJLANR5L15B2296,,AMANR5L15PO717460B2296P0D1N001751,2019
,,,,Perrut Bernard,Député,,,,,LR,code général des impôts,code,,,,,Non soutenu,du code général des impôts,PRJLANR5L15B2296,,AMANR5L15PO717460B2296P0D1N001751,2019
IV order: 4,,,,Perrut Bernard,Député,,,,,LR,,,,,,,Non soutenu,au IV,PRJLANR5L15B2296,,AMANR5L15PO717460B2296P0D1N001751,2019
,,,,Perrut Bernard,Député,,,,,LR,code général des impôts,code,,,,,Non soutenu,du code général des impôts,PRJLANR5L15B2296,,AMANR5L15PO717460B2296P0D1N001751,2019
V order: 5,,,,Perrut Bernard,Député,,,,,LR,,,,,,,Non soutenu,Le V,PRJLANR5L15B2296,,AMANR5L15PO717460B2296P0D1N001751,2019
I order: 1,,,,Perrut Bernard,Député,,,,,LR,,,,,,,Non soutenu,au I,PRJLANR5L15B2296,,AMANR5L15PO717460B2296P0D1N001751,2019
IV order: 4,,,,Perrut Bernard,Député,,,,,LR,,,,,,,Non soutenu,au IV,PRJLANR5L15B2296,,AMANR5L15PO717460B2296P0D1N001751,2019
,,,,Perrut Bernard,Député,,,,,LR,code général des impôts,code,,,,,Non soutenu,du code général des impôts,PRJLANR5L15B2296,,AMANR5L15PO717460B2296P0D1N001751,2019
,,,575,Perrut Bernard,Député,,,,,LR,code général des impôts,code,,,,,Non soutenu,aux articles 575 et 575 A du code général des impôts,PRJLANR5L15B2296,,AMANR5L15PO717460B2296P0D1N001751,2019
,,,575 A,Perrut Bernard,Député,,,,,LR,code général des impôts,code,,,,,Non soutenu,aux articles 575 et 575 A du code général des impôts,PRJLANR5L15B2296,,AMANR5L15PO717460B2296P0D1N001751,2019
,,,L162-16-4,Perrut Bernard,Député,,,,,LR,,,,,,,Non soutenu,l’article L162‑16‑4,PRJLANR5L15B2296,,AMANR5L15PO717460B2296P0D1N001757,2019
,,,,Perrut Bernard,Député,,,,,LR,code de la sécurité sociale,code,,,,,Non soutenu,du code de la sécurité sociale,PRJLANR5L15B2296,,AMANR5L15PO717460B2296P0D1N001761,2019
,,,indirect: (relative: 0),Perrut Bernard,Député,,,,,LR,,,,,,,Non soutenu,au présent article,PRJLANR5L15B2296,,AMANR5L15PO717460B2296P0D1N001761,2019
,,,,Perrut Bernard,Député,,,,,LR,indirect: (relative: 0),code,,,,,Non soutenu,du présent code,PRJLANR5L15B2296,,AMANR5L15PO717460B2296P0D1N001761,2019
,,,,Perrut Bernard,Député,,,,,LR,code de l’action sociale et des familles,code,,,,,Non soutenu,Le code de l’action sociale et des familles,PRJLANR5L15B2296,,AMANR5L15PO717460B2296P0D1N001765,2019
2,,,,Perrut Bernard,Député,,,,,LR,,,,,,2,Non soutenu,la deuxième phrase du deuxième alinéa,PRJLANR5L15B2296,,AMANR5L15PO717460B2296P0D1N001765,2019
IV ter order: 4,,,,Perrut Bernard,Député,,,,,LR,,,,,,,Non soutenu,du IV ter,PRJLANR5L15B2296,,AMANR5L15PO717460B2296P0D1N001765,2019
1,,,,Perrut Bernard,Député,,,,,LR,,,,,,,Non soutenu,du premier alinéa,PRJLANR5L15B2296,,AMANR5L15PO717460B2296P0D1N001765,2019
3° order: 3,,,,Perrut Bernard,Député,,,,,LR,,,,,,,Non soutenu,Le 3°,PRJLANR5L15B2296,,AMANR5L15PO717460B2296P0D1N001770,2019
,,,,Perrut Bernard,Député,,,,,LR,code de l’action sociale et des familles,code,,,,,Non soutenu,du code de l’action sociale et des familles,PRJLANR5L15B2296,,AMANR5L15PO717460B2296P0D1N001770,2019
,,,,Perrut Bernard,Député,,,,,LR,code de l’action sociale et des familles,code,,,,,Non soutenu,le code de l’action sociale et des familles,PRJLANR5L15B2296,,AMANR5L15PO717460B2296P0D1N001770,2019
,,,,Perrut Bernard,Député,,,,,LR,indirect: (relative: 0),code,,,,,Non soutenu,du même code,PRJLANR5L15B2296,,AMANR5L15PO717460B2296P0D1N001770,2019
1° order: 1,,,,Perrut Bernard,Député,,,,,LR,,,,,,,Non soutenu,Le 1°,PRJLANR5L15B2296,,AMANR5L15PO717460B2296P0D1N001774,2019
,,,,Perrut Bernard,Député,,,,,LR,code de la sécurité sociale,code,,,,,Non soutenu,du code de la sécurité sociale,PRJLANR5L15B2296,,AMANR5L15PO717460B2296P0D1N001774,2019
3° order: 3,,,,Véran Olivier,Député,,,,,,,,,,,,Adopté,au 3°,PRJLANR5L15B2296,,AMANR5L15PO717460B2296P0D1N001784,2019
2° order: 2,b order: b,,,Véran Olivier,Député,,,,,,,,,,,,Adopté,au b du 2°,PRJLANR5L15B2296,,AMANR5L15PO717460B2296P0D1N001786,2019
I order: 1,,,,Véran Olivier,Député,,,,,,,,,,,,Adopté,du I,PRJLANR5L15B2296,,AMANR5L15PO717460B2296P0D1N001786,2019
2° order: 2,,,,Véran Olivier,Député,,,,,,,,,,,,Adopté,au 2°,PRJLANR5L15B2296,,AMANR5L15PO717460B2296P0D1N001792,2019
2° order: 2,,,,Véran Olivier,Député,,,,,,,,,,,,Adopté,aux 2° et 3°,PRJLANR5L15B2296,,AMANR5L15PO717460B2296P0D1N001792,2019
3° order: 3,,,,Véran Olivier,Député,,,,,,,,,,,,Adopté,aux 2° et 3°,PRJLANR5L15B2296,,AMANR5L15PO717460B2296P0D1N001792,2019
I order: 1,1,,,Janvier Caroline,Député,,,,,LaREM,,,,,,2,Rejeté,la seconde phrase du premier alinéa du I,PRJLANR5L15B2296,,AMANR5L15PO717460B2296P0D1N001793,2019
,,,,Janvier Caroline,Député,,,,,LaREM,code de la sécurité sociale,code,,,,,Rejeté,du code de la sécurité sociale,PRJLANR5L15B2296,,AMANR5L15PO717460B2296P0D1N001793,2019
III order: 3,4° order: 4,,8,Dive Julien,Député,,,,,LR,,,,,,,Rejeté,Le 4° du III de l’article 8,PRJLANR5L15B2296,,AMANR5L15PO717460B2296P0D1N001795,2019
,,,575,Dive Julien,Député,,,,,LR,,,,,,,Rejeté,aux articles 575 et 575,PRJLANR5L15B2296,,AMANR5L15PO717460B2296P0D1N001795,2019
,,,575,Dive Julien,Député,,,,,LR,,,,,,,Rejeté,aux articles 575 et 575,PRJLANR5L15B2296,,AMANR5L15PO717460B2296P0D1N001795,2019
,,,,Dive Julien,Député,,,,,LR,code général des impôts,code,,,,,Rejeté,du code général des impôts,PRJLANR5L15B2296,,AMANR5L15PO717460B2296P0D1N001795,2019
,,,,Falorni Olivier,Député,,,,,LT,code de la sécurité sociale,code,,,,,Non soutenu,du code de la sécurité sociale,PRJLANR5L15B2296,,AMANR5L15PO717460B2296P0D1N001799,2019
I order: 1,,,,Dharréville Pierre,Député,,,,,GDR,,,,,,,Rejeté,Le I,PRJLANR5L15B2296,,AMANR5L15PO717460B2296P0D1N001800,2019
,,,,Dharréville Pierre,Député,,,,,GDR,code de la sécurité sociale,code,,,,,Rejeté,du code de la sécurité sociale,PRJLANR5L15B2296,,AMANR5L15PO717460B2296P0D1N001800,2019
,,,,Dharréville Pierre,Député,,,,,GDR,,,,,,1,Retiré,la première phrase,PRJLANR5L15B2296,,AMANR5L15PO717460B2296P0D1N001801,2019
,,,,Véran Olivier,Député,,,,,,,,,,,2,Adopté,la deuxième phrase,PRJLANR5L15B2296,,AMANR5L15PO717460B2296P0D1N001803,2019
2° order: 2,,,,Véran Olivier,Député,,,,,,,,,,,,Adopté,au 2°,PRJLANR5L15B2296,,AMANR5L15PO717460B2296P0D1N001803,2019
,,,,Descamps Béatrice,Député,,,,,UDI-I,code de la sécurité sociale,code,,,,,Retiré,du code de la sécurité sociale,PRJLANR5L15B2296,,AMANR5L15PO717460B2296P0D1N001806,2019
,,,indirect: (relative: 0),Descamps Béatrice,Député,,,,,UDI-I,,,,,,,Retiré,aux mêmes articles,PRJLANR5L15B2296,,AMANR5L15PO717460B2296P0D1N001806,2019
I order: 1,1,,,Dharréville Pierre,Député,,,,,GDR,,,,,,,Rejeté,Le premier alinéa du I,PRJLANR5L15B2296,,AMANR5L15PO717460B2296P0D1N001807,2019
,,,,Dharréville Pierre,Député,,,,,GDR,code de la sécurité sociale,code,,,,,Rejeté,du code de la sécurité sociale,PRJLANR5L15B2296,,AMANR5L15PO717460B2296P0D1N001807,2019
,,,,Lauzzana Michel,Député,,,,,LaREM,indirect: (relative: 0),loi,,,,,Non soutenu,la présente loi,PRJLANR5L15B2296,,AMANR5L15PO717460B2296P0D1N001815,2019
,,,,Lauzzana Michel,Député,,,,,LaREM,code de l’action sociale et des familles,code,,,,,Non soutenu,du code de l’action sociale et des familles,PRJLANR5L15B2296,,AMANR5L15PO717460B2296P0D1N001815,2019
,,,,Juanico Régis,Député,,,,,SOC,code du sport,code,,,,,Rejeté,Le code du sport,PRJLANR5L15B2296,,AMANR5L15PO717460B2296P0D1N001816,2019
II order: 2,,,,Juanico Régis,Député,,,,,SOC,,,,,,,Rejeté,du II,PRJLANR5L15B2296,,AMANR5L15PO717460B2296P0D1N001816,2019
2,,,L5232-3,Lurton Gilles,Député,,,,,,code de la santé publique,code,,,,,Retiré,Le deuxième alinéa de l'article L. 5232-3 du code de la santé publique,PRJLANR5L15B2296,,AMANR5L15PO717460B2296P0D1N001826,2019
XVII order: 17,,,,Véran Olivier,Député,,,,,,,,,,,,Adopté,Le XVII,PRJLANR5L15B2296,,AMANR5L15PO717460B2296P0D1N001828,2019
1,,,,Véran Olivier,Député,,,,,,,,,,,,Adopté,Le premier alinéa,PRJLANR5L15B2296,,AMANR5L15PO717460B2296P0D1N001828,2019
5,,,,Véran Olivier,Député,,,,,,,,,,,,Adopté,Le cinquième alinéa,PRJLANR5L15B2296,,AMANR5L15PO717460B2296P0D1N001828,2019
indirect: -1,,,,Véran Olivier,Député,,,,,,,,,,,,Adopté,Au dernier alinéa,PRJLANR5L15B2296,,AMANR5L15PO717460B2296P0D1N001828,2019
,,,,Belhaddad Belkhir,Député,,,,,LaREM,code de la sécurité sociale,code,,,,,Retiré,du code de la sécurité sociale,PRJLANR5L15B2296,,AMANR5L15PO717460B2296P0D1N001829,2019
,,,575,Degois Typhanie,Député,,,,,LaREM,code général des impôts,code,,,,,Rejeté,aux articles 575 et 575 A du code général des impôts,PRJLANR5L15B2296,,AMANR5L15PO717460B2296P0D1N001832,2019
,,,575 A,Degois Typhanie,Député,,,,,LaREM,code général des impôts,code,,,,,Rejeté,aux articles 575 et 575 A du code général des impôts,PRJLANR5L15B2296,,AMANR5L15PO717460B2296P0D1N001832,2019
,,,575,Degois Typhanie,Député,,,,,LaREM,code général des impôts,code,,,,,Rejeté,aux articles 575 et 575 A du code général des impôts,PRJLANR5L15B2296,,AMANR5L15PO717460B2296P0D1N001832,2019
,,,575 A,Degois Typhanie,Député,,,,,LaREM,code général des impôts,code,,,,,Rejeté,aux articles 575 et 575 A du code général des impôts,PRJLANR5L15B2296,,AMANR5L15PO717460B2296P0D1N001832,2019
,,,,Degois Typhanie,Député,,,,,LaREM,code du travail,code,,,,,Rejeté,du code du travail,PRJLANR5L15B2296,,AMANR5L15PO717460B2296P0D1N001833,2019
,,,575,Degois Typhanie,Député,,,,,LaREM,code général des impôts,code,,,,,Rejeté,aux articles 575 et 575 A du code général des impôts,PRJLANR5L15B2296,,AMANR5L15PO717460B2296P0D1N001833,2019
,,,575 A,Degois Typhanie,Député,,,,,LaREM,code général des impôts,code,,,,,Rejeté,aux articles 575 et 575 A du code général des impôts,PRJLANR5L15B2296,,AMANR5L15PO717460B2296P0D1N001833,2019
,,,575,Degois Typhanie,Député,,,,,LaREM,code général des impôts,code,,,,,Rejeté,aux articles 575 et 575 A du code général des impôts,PRJLANR5L15B2296,,AMANR5L15PO717460B2296P0D1N001833,2019
,,,575 A,Degois Typhanie,Député,,,,,LaREM,code général des impôts,code,,,,,Rejeté,aux articles 575 et 575 A du code général des impôts,PRJLANR5L15B2296,,AMANR5L15PO717460B2296P0D1N001833,2019
,,,,Degois Typhanie,Député,,,,,LaREM,code de la sécurité sociale,code,,,,,Rejeté,du code de la sécurité sociale,PRJLANR5L15B2296,,AMANR5L15PO717460B2296P0D1N001834,2019
1,,,,Degois Typhanie,Député,,,,,LaREM,,,,,,,Rejeté,Au premier alinéa,PRJLANR5L15B2296,,AMANR5L15PO717460B2296P0D1N001834,2019
1° order: 1,,,,Degois Typhanie,Député,,,,,LaREM,,,,,,,Rejeté,au 1°,PRJLANR5L15B2296,,AMANR5L15PO717460B2296P0D1N001834,2019
II order: 2,,,,Degois Typhanie,Député,,,,,LaREM,,,,,,,Rejeté,du II,PRJLANR5L15B2296,,AMANR5L15PO717460B2296P0D1N001834,2019
III order: 3,2,,L241-13 indirect: (relative: 0),Degois Typhanie,Député,,,,,LaREM,,,,,,,Rejeté,au deuxième alinéa du III du même article L241‑13,PRJLANR5L15B2296,,AMANR5L15PO717460B2296P0D1N001834,2019
,,,575,Degois Typhanie,Député,,,,,LaREM,code général des impôts,code,,,,,Rejeté,aux articles 575 et 575 A du code général des impôts,PRJLANR5L15B2296,,AMANR5L15PO717460B2296P0D1N001834,2019
,,,575 A,Degois Typhanie,Député,,,,,LaREM,code général des impôts,code,,,,,Rejeté,aux articles 575 et 575 A du code général des impôts,PRJLANR5L15B2296,,AMANR5L15PO717460B2296P0D1N001834,2019
,,,,Degois Typhanie,Député,,,,,LaREM,code de la sécurité sociale,code,,,,,Retiré,du code de la sécurité sociale,PRJLANR5L15B2296,,AMANR5L15PO717460B2296P0D1N001835,2019
,,,575,Degois Typhanie,Député,,,,,LaREM,code général des impôts,code,,,,,Retiré,aux articles 575 et 575 A du code général des impôts,PRJLANR5L15B2296,,AMANR5L15PO717460B2296P0D1N001835,2019
,,,575 A,Degois Typhanie,Député,,,,,LaREM,code général des impôts,code,,,,,Retiré,aux articles 575 et 575 A du code général des impôts,PRJLANR5L15B2296,,AMANR5L15PO717460B2296P0D1N001835,2019
,,,,Véran Olivier,Député,,,,,,,,,,,1,Adopté,la première phrase,PRJLANR5L15B2296,,AMANR5L15PO717460B2296P0D1N001838,2019
1° order: 1,,,,Véran Olivier,Député,,,,,,,,,,,,Adopté,au 1°,PRJLANR5L15B2296,,AMANR5L15PO717460B2296P0D1N001838,2019
I order: 1,,,,Véran Olivier,Député,,,,,,,,,,,,Adopté,au I,PRJLANR5L15B2296,,AMANR5L15PO717460B2296P0D1N001839,2019
,,,indirect: (relative: 0),Véran Olivier,Député,,,,,,,,,,,,Adopté,du même article,PRJLANR5L15B2296,,AMANR5L15PO717460B2296P0D1N001841,2019
1,,,,Lurton Gilles,Député,,,,,,,,,,,2,Rejeté,la deuxième phrase du premier alinéa,PRJLANR5L15B2296,,AMANR5L15PO717460B2296P0D1N001846,2019
,,,,Lurton Gilles,Député,,,,,,code de la sécurité sociale,code,,,,,Rejeté,du code de la sécurité sociale,PRJLANR5L15B2296,,AMANR5L15PO717460B2296P0D1N001846,2019
,,,,Lurton Gilles,Député,IV,Ier,,,,code de la santé publique,code,,,,,Rejeté,Le chapitre Ier du titre III du livre IV du code de la santé publique,PRJLANR5L15B2296,III,AMANR5L15PO717460B2296P0D1N001849,2019
b order: b,,,,Lurton Gilles,Député,,,,,,,,,,,,Rejeté,Le b,PRJLANR5L15B2296,,AMANR5L15PO717460B2296P0D1N001849,2019
,,,,Véran Olivier,Député,,,,,,,,,,,1,Adopté,la première phrase,PRJLANR5L15B2296,,AMANR5L15PO717460B2296P0D1N001857,2019
,,,,Véran Olivier,Député,,,,,,code de la sécurité sociale,code,,,,,Adopté,du code de la sécurité sociale,PRJLANR5L15B2296,,AMANR5L15PO717460B2296P0D1N001859,2019
,,,indirect: (relative: 0),Véran Olivier,Député,,,,,,,,,,,,Adopté,du présent article,PRJLANR5L15B2296,,AMANR5L15PO717460B2296P0D1N001859,2019
1,,,,Mbaye Jean François,Député,,,,,LaREM,,,,,,,Non soutenu,au premier alinéa,PRJLANR5L15B2296,,AMANR5L15PO717460B2296P0D1N001861,2019
,,,,Véran Olivier,Député,,,,,,,,,,,1,Adopté,la première phrase,PRJLANR5L15B2296,,AMANR5L15PO717460B2296P0D1N001862,2019
,,,,Véran Olivier,Député,,,,,,,,,indirect: (relative: 0),,,Adopté,la présente section,PRJLANR5L15B2296,,AMANR5L15PO717460B2296P0D1N001862,2019
,,,,Véran Olivier,Député,,indirect: (relative: 0),,,,,,,,,,Adopté,au présent chapitre,PRJLANR5L15B2296,,AMANR5L15PO717460B2296P0D1N001862,2019
,,,,Orphelin Matthieu,Député,,,,,EDS,,,,,,2,Non soutenu,la deuxième phrase,PRJLANR5L15B2296,,AMANR5L15PO717460B2296P0D1N001863,2019
,,,,Mbaye Jean François,Député,,,,,LaREM,,,,,,1,Non soutenu,la première phrase,PRJLANR5L15B2296,,AMANR5L15PO717460B2296P0D1N001870,2019
,,,,Lurton Gilles,Député,Ier,III,indirect: 1,,,code général des impôts,code,,XX,,,Rejeté,La section XX du chapitre III du titre Ier de la première partie du livre Ier du code général des impôts,PRJLANR5L15B2296,Ier,AMANR5L15PO717460B2296P0D1N001873,2019
,,,indirect: (relative: 0),Lurton Gilles,Député,,,,,,,,,,,,Rejeté,au même article,PRJLANR5L15B2296,,AMANR5L15PO717460B2296P0D1N001873,2019
,,,,Lurton Gilles,Député,,,,,,code rural et de la pêche maritime,code,,,,,Rejeté,du code rural et de la pêche maritime,PRJLANR5L15B2296,,AMANR5L15PO717460B2296P0D1N001873,2019
,,,,Hammouche Brahim,Député,,,,,Dem,code de la santé publique,code,,,,,Rejeté,du code de la santé publique,PRJLANR5L15B2296,,AMANR5L15PO717460B2296P0D1N001883,2019
,,,,Hammouche Brahim,Député,,,,,Dem,indirect: (relative: 0),code,,,,,Rejeté,du même code,PRJLANR5L15B2296,,AMANR5L15PO717460B2296P0D1N001883,2019
indirect: (relative: 0),,,,Hammouche Brahim,Député,,,,,Dem,,,,,,,Rejeté,du même alinéa,PRJLANR5L15B2296,,AMANR5L15PO717460B2296P0D1N001883,2019
,,,,Hammouche Brahim,Député,,,,,Dem,code de la santé publique,code,,,,,Rejeté,du code de la santé publique,PRJLANR5L15B2296,,AMANR5L15PO717460B2296P0D1N001883,2019
,,,,Hammouche Brahim,Député,,,,,Dem,indirect: (relative: 0),code,,,,,Rejeté,du même code,PRJLANR5L15B2296,,AMANR5L15PO717460B2296P0D1N001883,2019
,,,,Hammouche Brahim,Député,,,,,Dem,indirect: (relative: 0),code,,,,,Rejeté,du même code,PRJLANR5L15B2296,,AMANR5L15PO717460B2296P0D1N001883,2019
,,,,Hammouche Brahim,Député,,,,,Dem,,,,,,1,Rejeté,la première phrase,PRJLANR5L15B2296,,AMANR5L15PO717460B2296P0D1N001885,2019
,,,,Hammouche Brahim,Député,,,,,Dem,,,,,,indirect: (relative: 0),Rejeté,la même phrase,PRJLANR5L15B2296,,AMANR5L15PO717460B2296P0D1N001885,2019
,,,,Hammouche Brahim,Député,,,,,Dem,indirect: (relative: 0),loi,,,,,Rejeté,la présente loi,PRJLANR5L15B2296,,AMANR5L15PO717460B2296P0D1N001887,2019
I order: 1,b order: b,,,Ardouin Jean-Philippe,Député,,,,,LaREM,,,,,,,Tombé,Au b du I,PRJLANR5L15B2296,,AMANR5L15PO717460B2296P0D1N001890,2019
,,,,Ardouin Jean-Philippe,Député,,,,,LaREM,code général des impôts,code,,,,,Tombé,du code général des impôts,PRJLANR5L15B2296,,AMANR5L15PO717460B2296P0D1N001890,2019
II order: 2,,,,Véran Olivier,Député,,,,,,,,,,,,Adopté,Le II,PRJLANR5L15B2296,,AMANR5L15PO717460B2296P0D1N001892,2019
III order: 3,1,,,Véran Olivier,Député,,,,,,,,,,,2,Adopté,la deuxième phrase du premier alinéa du III,PRJLANR5L15B2296,,AMANR5L15PO717460B2296P0D1N001892,2019
,,,,Mbaye Jean François,Député,4,,,,LaREM,code de la sécurité sociale,code,,,,,Non soutenu,le titre 9 du livre 4 du code de la sécurité sociale,PRJLANR5L15B2296,9,AMANR5L15PO717460B2296P0D1N001895,2019
3,,,,Véran Olivier,Député,,,,,,,,,,,1,Adopté,la première phrase du troisième alinéa,PRJLANR5L15B2296,,AMANR5L15PO717460B2296P0D1N001896,2019
2° order: 2,,,,Véran Olivier,Député,,,,,,,,,,,,Adopté,du 2°,PRJLANR5L15B2296,,AMANR5L15PO717460B2296P0D1N001896,2019
I order: 1,,,,Véran Olivier,Député,,,,,,,,,,,,Adopté,du I,PRJLANR5L15B2296,,AMANR5L15PO717460B2296P0D1N001896,2019
1° order: 1,b order: b,,,Véran Olivier,Député,,,,,,,,,,,,Adopté,Au b du 1°,PRJLANR5L15B2296,,AMANR5L15PO717460B2296P0D1N001896,2019
4,,,,Véran Olivier,Député,,,,,,,,,,,,Adopté,du quatrième alinéa,PRJLANR5L15B2296,,AMANR5L15PO717460B2296P0D1N001896,2019
c order: c,,,,Véran Olivier,Député,,,,,,,,,,,,Adopté,du c,PRJLANR5L15B2296,,AMANR5L15PO717460B2296P0D1N001896,2019
2° order: 2,b order: b,2,,Véran Olivier,Député,,,,,,,,,,,,Adopté,Au second alinéa du b du 2°,PRJLANR5L15B2296,,AMANR5L15PO717460B2296P0D1N001896,2019
3° order: 3,c order: c,2,,Véran Olivier,Député,,,,,,,,,,,,Adopté,au second alinéa du c du 3°,PRJLANR5L15B2296,,AMANR5L15PO717460B2296P0D1N001896,2019
4° order: 4,b order: b,2,,Véran Olivier,Député,,,,,,,,,,,,Adopté,au second alinéa du b du 4°,PRJLANR5L15B2296,,AMANR5L15PO717460B2296P0D1N001896,2019
5° order: 5,c order: c,2,,Véran Olivier,Député,,,,,,,,,,,,Adopté,au second alinéa du c du 5°,PRJLANR5L15B2296,,AMANR5L15PO717460B2296P0D1N001896,2019
6° order: 6,b order: b,2,,Véran Olivier,Député,,,,,,,,,,,,Adopté,au second alinéa du b du 6°,PRJLANR5L15B2296,,AMANR5L15PO717460B2296P0D1N001896,2019
,,,,Véran Olivier,Député,,,,,,,,,,,1,Adopté,la première phrase,PRJLANR5L15B2296,,AMANR5L15PO717460B2296P0D1N001899,2019
,,,,Dufeu Audrey,Député,,,,,LaREM,code général des impôts,code,,,,,Adopté,du code général des impôts,PRJLANR5L15B2296,,AMANR5L15PO717460B2296P0D1N001904,2019
I order: 1,b order: b,,,Dufeu Audrey,Député,,,,,LaREM,,,,,,,Adopté,Au b du I,PRJLANR5L15B2296,,AMANR5L15PO717460B2296P0D1N001904,2019
II order: 2,,,,Dufeu Audrey,Député,,,,,LaREM,,,,,,,Adopté,Le II,PRJLANR5L15B2296,,AMANR5L15PO717460B2296P0D1N001904,2019
I order: 1,,,,Dufeu Audrey,Député,,,,,LaREM,,,,,,,Adopté,au I,PRJLANR5L15B2296,,AMANR5L15PO717460B2296P0D1N001904,2019
,,,indirect: (relative: 0),Véran Olivier,Député,,,,,,,,,,,,Adopté,du même article,PRJLANR5L15B2296,,AMANR5L15PO717460B2296P0D1N001906,2019
indirect: (relative: 0),,,,Véran Olivier,Député,,,,,,,,,,,,Adopté,le même alinéa,PRJLANR5L15B2296,,AMANR5L15PO717460B2296P0D1N001909,2019
1° order: 1,,,,Mathiasin Max,Député,,,,,Dem,,,,,,,Adopté,Au 1°,PRJLANR5L15B2296,,AMANR5L15PO717460B2296P0D1N001910,2019
III order: 3,,,,Mathiasin Max,Député,,,,,Dem,,,,,,,Adopté,du III,PRJLANR5L15B2296,,AMANR5L15PO717460B2296P0D1N001910,2019
,,,,Mathiasin Max,Député,,,,,Dem,code de la sécurité sociale,code,,,,,Adopté,du code de la sécurité sociale,PRJLANR5L15B2296,,AMANR5L15PO717460B2296P0D1N001910,2019
I order: 1,,,,Mathiasin Max,Député,,,,,Dem,,,,,,,Adopté,du I,PRJLANR5L15B2296,,AMANR5L15PO717460B2296P0D1N001910,2019
,,,575,Mathiasin Max,Député,,,,,Dem,code général des impôts,code,,,,,Adopté,aux articles 575 et 575 A du code général des impôts,PRJLANR5L15B2296,,AMANR5L15PO717460B2296P0D1N001910,2019
,,,575 A,Mathiasin Max,Député,,,,,Dem,code général des impôts,code,,,,,Adopté,aux articles 575 et 575 A du code général des impôts,PRJLANR5L15B2296,,AMANR5L15PO717460B2296P0D1N001910,2019
indirect: -1,,,,Mathiasin Max,Député,,,,,Dem,,,,,,,Adopté,Le dernier alinéa,PRJLANR5L15B2296,,AMANR5L15PO717460B2296P0D1N001911,2019
